2457070.58013 11.3019   0.0021 
2457070.58280 11.3130   0.0021 
2457070.58547 11.3212   0.0022 
2457070.58813 11.3457   0.0022 
2457070.59081 11.3580   0.0022 
2457070.59348 11.3780   0.0022 
2457070.59616 11.3920   0.0023 
2457070.59881 11.4199   0.0023 
2457070.60149 11.4301   0.0023 
2457070.60417 11.4615   0.0023 
2457070.60687 11.4880   0.0023 
2457070.60952 11.5337   0.0024 
2457070.61219 11.5575   0.0024 
2457070.61484 11.5892   0.0025 
2457070.61749 11.6318   0.0025 
2457070.62020 11.6732   0.0025 
2457070.62290 11.7180   0.0026 
2457070.62555 11.7595   0.0026 
2457070.62822 11.7983   0.0027 
2457070.63090 11.8254   0.0027 
2457070.63355 11.8311   0.0029 
2457070.63624 11.8314   0.0030 
2457070.63894 11.8387   0.0030 
2457070.64161 11.8332   0.0030 
2457070.64427 11.8380   0.0030 
2457070.64694 11.8378   0.0029 
2457070.64956 11.8186   0.0030 
2457070.65227 11.7994   0.0030 
2457070.65493 11.7629   0.0031 
2457070.65757 11.7235   0.0030 
2457070.66022 11.6737   0.0030 
2457070.66291 11.6224   0.0030 
2457070.66559 11.5840   0.0030 
2457070.66826 11.5352   0.0029 
2457070.67096 11.5001   0.0029 
2457070.67361 11.4764   0.0028 
2457070.67631 11.4380   0.0028 
2457070.67899 11.4053   0.0029 
2457070.68164 11.3924   0.0027 
2457070.68429 11.3720   0.0028 
2457070.68698 11.3428   0.0026 
