#time  flux    error
54981.9633229     0.998852420927     3.7e-05
54981.9837574     0.997885876498     3.7e-05
54982.0041919     0.995350519978     3.7e-05
54982.0246264     0.994351934896     3.7e-05
54982.0450608     0.991998619208     3.6e-05
54982.0654954     0.991071144069     3.6e-05
54982.0859299     0.989629973966     3.6e-05
54982.1063643     0.987263715192     3.6e-05
54982.1267989     0.977975486292     3.6e-05
54982.1472334     0.955456735249     3.6e-05
54982.1676678     0.926521278043     3.6e-05
54982.1881023     0.89340008827     3.6e-05
54982.2085369     0.864468820867     3.6e-05
54982.2289714     0.841174156319     3.6e-05
54982.2494058     0.826600799812     3.6e-05
54982.2698404     0.827761960765     3.6e-05
54982.2902749     0.839873132543     3.6e-05
54982.3311438     0.893384650291     3.7e-05
54982.3515784     0.92417485578     3.7e-05
54982.3720128     0.955430469225     3.7e-05
54982.3924473     0.977473999734     3.7e-05
54982.4128819     0.987495408735     3.7e-05
54982.4333163     0.989081183218     3.7e-05
54982.4537508     0.990440148749     3.7e-05
54982.4741853     0.991613381311     3.7e-05
54982.4946198     0.99303211476     3.7e-05
54982.5150543     0.994612457114     3.7e-05
54982.5354888     0.995342170337     3.7e-05
54982.5559234     0.99763639641     3.7e-05
54982.5763578     0.998838869067     3.7e-05
54982.5967923     0.999996492735     3.7e-05
54982.6172267     1.00204317289     3.7e-05
54982.6376613     1.00300335851     3.7e-05
54982.6580957     1.00360445778     3.7e-05
54982.6785301     1.00631914898     3.7e-05
54982.6989646     1.0062062628     3.7e-05
54982.7193992     1.00785884067     3.7e-05
54982.7398337     1.00919383029     3.7e-05
54982.7602681     1.01016661655     3.7e-05
54982.7807027     1.01047866946     3.7e-05
54982.8011372     1.01201094874     3.7e-05
54982.8215716     1.01182920456     3.7e-05
54982.8420061     1.01210200048     3.7e-05
54982.8624407     1.01395886596     3.7e-05
54982.8828752     1.01253082914     3.7e-05
54982.9033096     1.01339049163     3.7e-05
54982.9237442     1.01296891894     3.7e-05
54982.9441787     1.01295911953     3.7e-05
54982.9646132     1.0121377791     3.7e-05
54982.9850476     1.0128832222     3.7e-05
54983.0054822     1.01101043381     3.7e-05
54983.0259167     1.01033502761     3.7e-05
54983.046351     1.01104473266     3.7e-05
54983.0667856     1.00841394281     3.7e-05
54983.0872201     1.00815895984     3.7e-05
54983.1076545     1.00716528874     3.7e-05
54983.128089     1.00602583882     3.7e-05
54983.1485236     1.00415650743     3.7e-05
54983.168958     1.00359551674     3.7e-05
54983.1893925     1.00140766172     3.7e-05
54983.2098271     1.00000913801     3.7e-05
54983.2302615     0.998764199202     3.7e-05
54983.250696     0.997282599816     3.7e-05
54983.2711305     0.99595893647     3.7e-05
54983.291565     0.99432646722     3.7e-05
54983.3119995     0.993692486896     3.7e-05
54983.3324339     0.991224673136     3.7e-05
54983.3528683     0.990738056753     3.7e-05
54983.3733029     0.988598475993     3.7e-05
54983.3937374     0.987436893491     3.7e-05
54983.4141718     0.974162367362     3.7e-05
54983.4346064     0.946556191694     3.7e-05
54983.4550409     0.91272264693     3.7e-05
54983.4754754     0.8753882421     3.6e-05
54983.4959098     0.843955885307     3.6e-05
54983.5163443     0.818274956502     3.6e-05
54983.5367788     0.806066568311     3.6e-05
54983.5572132     0.808544777401     3.6e-05
54983.5776478     0.823897016475     3.6e-05
54983.5980823     0.851790761543     3.6e-05
54983.6185167     0.885130239077     3.6e-05
54983.6389512     0.921953481653     3.6e-05
54983.6593858     0.953970612431     3.6e-05
54983.6798202     0.97834417145     3.6e-05
54983.7002547     0.986203169346     3.6e-05
54983.7206892     0.987690854675     3.6e-05
54983.7411237     0.988804693855     3.6e-05
54983.7615581     0.989999575408     3.6e-05
54983.7819926     0.991892020961     3.7e-05
54983.8024272     0.993835065471     3.7e-05
54983.8228616     0.994749956769     3.7e-05
54983.8432961     0.99683004389     3.7e-05
54983.8637307     0.998846303491     3.7e-05
54983.884165     1.00005199143     3.7e-05
54983.9045995     1.00235168065     3.7e-05
54983.925034     1.00451510101     3.7e-05
54983.9454685     1.00559497013     3.7e-05
54983.965903     1.00784101171     3.7e-05
54983.9863375     1.0089918926     3.7e-05
54984.0067719     1.01114495382     3.7e-05
54984.0272065     1.01160042711     3.7e-05
54984.0476409     1.01342662118     3.7e-05
54984.0680753     1.01350514848     3.7e-05
54984.0885099     1.01473288237     3.8e-05
54984.1089444     1.01594963024     3.8e-05
54984.1293788     1.01540953577     3.8e-05
54984.1498133     1.01607959174     3.8e-05
54984.1702478     1.01611641503     3.8e-05
54984.1906822     1.0153056014     3.8e-05
54984.2111167     1.01550475851     3.7e-05
54984.2315513     1.01396331181     3.7e-05
54984.2519858     1.0138820732     3.7e-05
54984.2724202     1.01198393728     3.7e-05
54984.2928546     1.01137855762     3.7e-05
54984.3132892     1.00979697407     3.7e-05
54984.3337236     1.00788401128     3.7e-05
54984.3541581     1.00657779038     3.7e-05
54984.3745927     1.00466461447     3.7e-05
54984.3950271     1.00276683447     3.7e-05
54984.4154616     1.00112758275     3.7e-05
54984.435896     0.998539611812     3.7e-05
54984.4563305     0.997665640983     3.7e-05
54984.476765     0.995554381342     3.7e-05
54984.4971995     0.993486301448     3.7e-05
54984.517634     0.993090072553     3.7e-05
54984.5380684     0.990831882284     3.7e-05
54984.5585029     0.988932675594     3.7e-05
54984.5789374     0.98798055687     3.7e-05
54984.599372     0.976265386185     3.7e-05
54984.6198064     0.952229671711     3.6e-05
54984.6402408     0.922495392405     3.7e-05
54984.6811098     0.862091618915     3.7e-05
54984.7015443     0.838275880982     3.7e-05
54984.7219788     0.826715471402     3.7e-05
54984.7424133     0.82888318885     3.7e-05
54984.7628477     0.842526786525     3.7e-05
54984.7832822     0.865767288723     3.7e-05
54984.8037166     0.897094352691     3.7e-05
54984.8241512     0.928695875446     3.7e-05
54984.8445857     0.957926996952     3.7e-05
54984.86502     0.979059080582     3.7e-05
54984.8854546     0.987829241195     3.7e-05
54984.9058891     0.98972651     3.7e-05
54984.9263235     0.990296142353     3.7e-05
54984.9467579     0.991532586976     3.7e-05
54984.9671925     0.993498900167     3.7e-05
54984.987627     0.99437861     3.7e-05
54985.0080614     0.995335142277     3.7e-05
54985.028496     0.997921841662     3.7e-05
54985.0489305     0.998838188722     3.7e-05
54985.0693648     1.00025137101     3.7e-05
54985.0897993     1.00203361456     3.7e-05
54985.1102339     1.00288488618     3.7e-05
54985.1306683     1.00443757601     3.7e-05
54985.1511027     1.0059086383     3.7e-05
54985.1715372     1.00661050904     3.7e-05
54985.1919717     1.00847699826     3.7e-05
54985.2124062     1.00882515991     3.7e-05
54985.2328406     1.01024638016     3.7e-05
54985.2532752     1.01084167195     3.7e-05
54985.2737096     1.01135925604     3.7e-05
54985.3145785     1.01201147671     3.7e-05
54985.335013     1.01371163462     3.7e-05
54985.3554475     1.01274455194     3.7e-05
54985.3758819     1.01323408885     3.7e-05
54985.3963165     1.01337671418     3.7e-05
54985.4167509     1.01234144135     3.7e-05
54985.4371854     1.0130661643     3.7e-05
54985.4576198     1.01180523757     3.7e-05
54985.4780544     1.01128813198     3.7e-05
54985.4984888     1.01059411502     3.7e-05
54985.5189232     1.01017287092     3.7e-05
54985.5393578     1.00814367508     3.7e-05
54985.5597923     1.00860931364     3.7e-05
54985.5802266     1.00599645523     3.7e-05
54985.6006611     1.00554954535     3.7e-05
54985.6210957     1.00463199916     3.7e-05
54985.6415301     1.00237606332     3.7e-05
54985.682399     0.999991978831     3.7e-05
54985.7028335     0.999267128209     3.7e-05
54985.7232679     0.99721456016     3.7e-05
54985.7437024     0.995835063984     3.7e-05
54985.764137     0.995127406365     3.7e-05
54985.7845714     0.992467977995     3.7e-05
54985.8050058     0.992509200459     3.7e-05
54985.8254402     0.989376160879     3.7e-05
54985.8458748     0.989662011628     3.6e-05
54985.8663092     0.986765954706     3.6e-05
54985.8867436     0.970652244865     3.6e-05
54985.9071782     0.943962672462     3.6e-05
54985.9276127     0.907930191188     3.6e-05
54985.9480471     0.871759179118     3.6e-05
54985.9684815     0.840305035278     3.6e-05
54985.9889161     0.81652129729     3.6e-05
54986.0093505     0.80533188561     3.6e-05
54986.0297849     0.809593626111     3.6e-05
54986.0502195     0.826861665355     3.6e-05
54986.070654     0.855670012086     3.5e-05
54986.0910883     0.889286974412     3.5e-05
54986.1115228     0.926370800657     3.5e-05
54986.1319574     0.957617568967     3.6e-05
54986.1523917     0.979932597803     3.6e-05
54986.1728262     0.986855918677     3.6e-05
54986.1932607     0.987418669773     3.6e-05
54986.2136952     0.989663188445     3.6e-05
54986.2341297     0.990138287797     3.6e-05
54986.2545641     0.992455456791     3.6e-05
54986.2749986     0.993491966634     3.6e-05
54986.2954331     0.995535987197     3.6e-05
54986.3158675     0.997254683291     3.6e-05
54986.336302     0.998384817019     3.7e-05
54986.3567364     1.00105210691     3.7e-05
54986.3771709     1.00262735103     3.7e-05
54986.3976054     1.00431746063     3.7e-05
54986.4180399     1.00655339763     3.7e-05
54986.4384744     1.00726443397     3.7e-05
54986.4589088     1.00977495837     3.7e-05
54986.4793432     1.01074565763     3.7e-05
54986.4997778     1.01216863647     3.7e-05
54986.5202122     1.01319436772     3.7e-05
54986.5406466     1.01394015783     3.7e-05
54986.5610812     1.0146706253     3.8e-05
54986.5815156     1.01607786561     3.8e-05
54986.60195     1.01546739209     3.8e-05
54986.6223845     1.0159949527     3.8e-05
54986.642819     1.01582747777     3.8e-05
54986.6632534     1.01561683831     3.8e-05
54986.6836879     1.01539237238     3.8e-05
54986.7041222     1.01440854226     3.7e-05
54986.7245568     1.01346957582     3.7e-05
54986.7449913     1.01232327495     3.7e-05
54986.7654256     1.01099491179     3.7e-05
54986.7858602     1.00931378467     3.7e-05
54986.8062947     1.00838113024     3.7e-05
54986.826729     1.00620967025     3.7e-05
54986.8471635     1.00397138102     3.7e-05
54986.8675981     1.00349190718     3.7e-05
54986.8880324     0.999860021231     3.7e-05
54986.9084669     0.999430905086     3.7e-05
54986.9289015     0.996772179446     3.7e-05
54986.9493359     0.995696657582     3.7e-05
54986.9697703     0.9933220234     3.7e-05
54986.9902047     0.992765188306     3.7e-05
54987.0106393     0.990146237097     3.7e-05
54987.0310737     0.989086715313     3.7e-05
54987.0515081     0.987366154634     3.7e-05
54987.0719427     0.973486546466     3.7e-05
54987.0923771     0.949640250536     3.7e-05
54987.1128115     0.918610285683     3.7e-05
54987.133246     0.887911329931     3.7e-05
54987.1536804     0.858087985337     3.7e-05
54987.1741149     0.836315002077     3.7e-05
54987.1945494     0.826164160719     3.7e-05
54987.2149838     0.828969029034     3.7e-05
54987.2354183     0.845317705836     3.7e-05
54987.2558527     0.868701690284     3.7e-05
54987.2762871     0.90167370213     3.7e-05
54987.2967217     0.931393580519     3.7e-05
54987.3171561     0.960830906013     3.7e-05
54987.3375905     0.980448365463     3.7e-05
54987.358025     0.988670243716     3.7e-05
54987.3784595     0.98957869459     3.7e-05
54987.3988939     0.99065779419     3.7e-05
54987.4193283     0.991913192352     3.7e-05
54987.4397629     0.99370490213     3.7e-05
54987.4601973     0.994467158602     3.7e-05
54987.4806317     0.995970989526     3.7e-05
54987.5010662     0.998306237418     3.7e-05
54987.5215007     0.998274070167     3.7e-05
54987.5419351     1.00089561575     3.7e-05
54987.5623695     1.00175097371     3.7e-05
54987.5828041     1.00287788015     3.7e-05
54987.6032384     1.00523395     3.7e-05
54987.6236729     1.00551825266     3.7e-05
54987.6441074     1.00741510687     3.7e-05
54987.6645418     1.00825092365     3.7e-05
54987.6849763     1.00908681119     3.7e-05
54987.7054107     1.01018381135     3.7e-05
54987.7258453     1.0105414221     3.7e-05
54987.7462796     1.01206045528     3.7e-05
54987.7667141     1.01154084319     3.7e-05
54987.7871486     1.01317846433     3.7e-05
54987.807583     1.0128139326     3.7e-05
54987.8280175     1.01304354885     3.7e-05
54987.8484518     1.01358440791     3.7e-05
54987.8688864     1.01252819477     3.7e-05
54987.8893208     1.01259640716     3.7e-05
54987.9097553     1.01310276664     3.7e-05
54987.9301897     1.01154439813     3.7e-05
54987.9506242     1.01114686231     3.7e-05
54987.9710587     1.01096767665     3.7e-05
54987.9914931     1.00949978093     3.7e-05
54988.0119275     1.00864286677     3.7e-05
54988.032362     1.0082811232     3.7e-05
54988.0527965     1.00697795307     3.7e-05
54988.0732308     1.00496059729     3.7e-05
54988.0936654     1.00480523559     3.7e-05
54988.1140998     1.00256712327     3.7e-05
54988.1345342     1.00147229078     3.7e-05
54988.1549686     1.00023716798     3.7e-05
54988.1754032     0.99864401681     3.7e-05
54988.1958376     0.996889273965     3.7e-05
54988.216272     0.995959498313     3.7e-05
54988.2367065     0.994013167196     3.7e-05
54988.257141     0.992653762036     3.6e-05
54988.2980098     0.990395009973     3.6e-05
54988.3184444     0.988372443233     3.6e-05
54988.3388787     0.986291842041     3.6e-05
54988.3593132     0.968942479525     3.6e-05
54988.3797476     0.939165503123     3.6e-05
54988.4001821     0.904403898915     3.6e-05
54988.4206165     0.867901710261     3.6e-05
54988.441051     0.836550999115     3.5e-05
54988.4614855     0.814467722318     3.5e-05
54988.4819199     0.804730480003     3.5e-05
54988.5023543     0.810726926672     3.5e-05
54988.5227887     0.829147665529     3.5e-05
54988.5432232     0.858783998565     3.5e-05
54988.584092     0.929469912274     3.5e-05
54988.6045266     0.960214078512     3.5e-05
54988.624961     0.981325001825     3.5e-05
54988.6453955     0.986758677028     3.5e-05
54988.6658298     0.987544585608     3.6e-05
54988.6862644     0.989210072804     3.6e-05
54988.7066988     0.990312860164     3.6e-05
54988.7271332     0.992219414487     3.6e-05
54988.7475676     0.993386972129     3.6e-05
54988.7680022     0.994973783725     3.6e-05
54988.7884365     0.997433329265     3.6e-05
54988.808871     0.998515633955     3.6e-05
54988.8293055     1.00042581742     3.6e-05
54988.8497398     1.00306631845     3.7e-05
54988.8701743     1.00375990883     3.7e-05
54988.8906087     1.00605086779     3.7e-05
54988.9110433     1.00800925599     3.7e-05
54988.9314776     1.00859189557     3.7e-05
54988.9519121     1.01124658122     3.7e-05
54988.9723466     1.01171866313     3.7e-05
54988.992781     1.0132850025     3.7e-05
54989.0132154     1.01402829539     3.7e-05
54989.0336498     1.01501988315     3.8e-05
54989.0540843     1.01525102982     3.8e-05
54989.0745188     1.01583493898     3.8e-05
54989.0949532     1.01667479728     3.8e-05
54989.1153877     1.01520142802     3.7e-05
54989.1358221     1.01536398873     3.7e-05
54989.1562565     1.015049915     3.7e-05
54989.1766909     1.01382276278     3.7e-05
54989.1971254     1.01321816182     3.7e-05
54989.2175599     1.01214507139     3.7e-05
54989.2379942     1.01010503195     3.7e-05
54989.2584287     1.00970385129     3.7e-05
54989.2788632     1.00735867512     3.7e-05
54989.2992975     1.00576641522     3.7e-05
54989.319732     1.00414933118     3.7e-05
54989.3401665     1.00170754635     3.7e-05
54989.3606009     1.00023021789     3.7e-05
54989.3810353     0.998947442568     3.7e-05
54989.4014698     0.996072383994     3.7e-05
54989.4219043     0.995315282636     3.7e-05
54989.4423386     0.993528317955     3.7e-05
54989.4627731     0.991350115999     3.7e-05
54989.4832076     0.990579293138     3.7e-05
54989.503642     0.988631645172     3.7e-05
54989.5240764     0.986646124564     3.7e-05
54989.5445108     0.97106254259     3.7e-05
54989.5649453     0.945332003344     3.7e-05
54989.5853797     0.915382245976     3.7e-05
54989.6058142     0.884172874971     3.7e-05
54989.6262486     0.855001822369     3.7e-05
54989.646683     0.835036200526     3.7e-05
54989.6671175     0.825344860852     3.7e-05
54989.6875519     0.829733371057     3.7e-05
54989.7079864     0.847180674309     3.7e-05
54989.7284208     0.873436974805     3.7e-05
54989.7488552     0.904137361677     3.7e-05
54989.7692896     0.93562739297     3.7e-05
54989.7897241     0.963266687993     3.7e-05
54989.8101586     0.981976069464     3.7e-05
54989.830593     0.975330863088     3.7e-05
54989.8510275     0.988814704706     3.7e-05
54989.8714619     0.990857518212     3.7e-05
54989.8918963     0.992396432144     3.7e-05
54989.9123307     0.993207823486     3.7e-05
54989.9327652     0.994692148448     3.7e-05
54989.9531996     0.996615695937     3.7e-05
54989.973634     0.996831008841     3.7e-05
54989.9940685     0.999703254428     3.7e-05
54990.0145029     1.0001589077     3.7e-05
54990.0349373     1.00168449319     3.7e-05
54990.0553717     1.00331985431     3.7e-05
54990.0758063     1.00436941171     3.7e-05
54990.0962406     1.00588683376     3.7e-05
54990.116675     1.00722039698     3.7e-05
54990.1371096     1.00815545563     3.7e-05
54990.157544     1.00936970394     3.7e-05
54990.1779783     1.01027730499     3.7e-05
54990.1984128     1.01016925434     3.7e-05
54990.2188473     1.01176004074     3.7e-05
54990.2392816     1.01159835967     3.7e-05
54990.2597161     1.01257724378     3.7e-05
54990.2801505     1.01269047059     3.7e-05
54990.3005849     1.01241596356     3.7e-05
54990.3210194     1.01310837929     3.7e-05
54990.3414538     1.01242390053     3.7e-05
54990.3618883     1.01201046562     3.7e-05
54990.3823227     1.01250981009     3.7e-05
54990.4027571     1.01129541297     3.7e-05
54990.4231915     1.01096797618     3.7e-05
54990.443626     1.01042754773     3.7e-05
54990.4640604     1.00907179525     3.8e-05
54990.4844948     1.00861830726     3.8e-05
54990.5049293     1.00741151483     3.8e-05
54990.5253637     1.00592708898     3.7e-05
54990.545798     1.00489422475     3.7e-05
54990.5662325     1.00385265726     3.7e-05
54990.586667     1.00227891799     3.7e-05
54990.6071013     1.00059437606     3.7e-05
54990.6275358     1.00011012461     3.7e-05
54990.6479703     0.997489197887     3.7e-05
54990.6684047     0.996896979878     3.7e-05
54990.6888391     0.995413298451     3.6e-05
54990.7092735     0.993239078537     3.6e-05
54990.729708     0.992424369796     3.6e-05
54990.7501424     0.990893912907     3.6e-05
54990.7705768     0.989823354764     3.6e-05
54990.7910113     0.988026780302     3.6e-05
54990.8114457     0.983923439416     3.6e-05
54990.8318801     0.965413074951     3.5e-05
54990.8523145     0.935061567045     3.5e-05
54990.872749     0.899061016222     3.5e-05
54990.8931834     0.863963655398     3.5e-05
54990.9136178     0.832862971423     3.5e-05
54990.9340521     0.81222934626     3.5e-05
54990.9544867     0.804375153122     3.5e-05
54990.9749211     0.811906195794     3.5e-05
54990.9953554     0.8316957871     3.4e-05
54991.0157899     0.862382009599     3.5e-05
54991.0362244     0.896873716871     3.5e-05
54991.0566587     0.932805653788     3.5e-05
54991.0770931     0.963135700237     3.5e-05
54991.0975277     0.982222880731     3.5e-05
54991.1179621     0.986172137136     3.5e-05
54991.1383964     0.987725657643     3.5e-05
54991.1588309     0.988708245839     3.5e-05
54991.1792654     0.989938757964     3.6e-05
54991.1996997     0.991935615139     3.6e-05
54991.2201341     0.993221492039     3.6e-05
54991.2405686     0.995396378687     3.6e-05
54991.2814374     0.998843408938     3.6e-05
54991.3018719     1.00038030931     3.6e-05
54991.3223063     1.00226807427     3.6e-05
54991.3427407     1.00404204514     3.7e-05
54991.3631751     1.00588411619     3.7e-05
54991.3836096     1.00781200739     3.7e-05
54991.4040441     1.00920340871     3.7e-05
54991.4244784     1.01089810554     3.7e-05
54991.4449128     1.01189669555     3.7e-05
54991.4653473     1.01294027898     3.7e-05
54991.4857816     1.01396876652     3.8e-05
54991.5062161     1.01462302457     3.7e-05
54991.5266506     1.01518344093     3.7e-05
54991.5470849     1.01496494789     3.7e-05
54991.5675193     1.01578651595     3.7e-05
54991.5879538     1.01498830973     3.7e-05
54991.6083882     1.01508466288     3.7e-05
54991.6288226     1.01444417274     3.7e-05
54991.649257     1.01301789273     3.7e-05
54991.6696915     1.0132575026     3.7e-05
54991.6901259     1.01098482605     3.7e-05
54991.7105603     1.00992774476     3.7e-05
54991.7309946     1.00878955063     3.7e-05
54991.7514291     1.00619385339     3.7e-05
54991.7718636     1.00564220067     3.7e-05
54991.792298     1.0035282225     3.7e-05
54991.8127324     1.00130130782     3.7e-05
54991.8331668     0.999774091426     3.7e-05
54991.8536012     0.998211194562     3.7e-05
54991.8740356     0.995503612895     3.7e-05
54991.8944701     0.994941337721     3.7e-05
54991.9149045     0.992491251294     3.7e-05
54991.9353388     0.991110335851     3.7e-05
54991.9557733     0.989732720652     3.7e-05
54991.9762078     0.988124630844     3.7e-05
54991.9966421     0.985200349     3.7e-05
54992.0170765     0.968693615475     3.7e-05
54992.037511     0.941955770825     3.7e-05
54992.0579453     0.911457890658     3.7e-05
54992.0783798     0.879054041743     3.7e-05
54992.0988142     0.852327983209     3.7e-05
54992.1192487     0.832813396444     3.7e-05
54992.139683     0.82601091507     3.7e-05
54992.1601174     0.830720096419     3.7e-05
54992.1805519     0.848220546657     3.7e-05
54992.2009863     0.876341419761     3.7e-05
54992.2214207     0.906329759695     3.7e-05
54992.241855     0.938561927208     3.7e-05
54992.2622895     0.965023565259     3.7e-05
54992.2827239     0.983747507667     3.7e-05
54992.3031583     0.987668604135     3.7e-05
54992.3235928     0.988828069096     3.7e-05
54992.3440272     0.99024887477     3.7e-05
54992.3644616     0.99177740496     3.7e-05
54992.3848959     0.992831173749     3.7e-05
54992.4053304     0.9942406029     3.7e-05
54992.4257648     0.996358579836     3.7e-05
54992.4461992     0.996574472367     3.7e-05
54992.4666337     0.999048472188     3.7e-05
54992.4870681     0.999686166201     3.7e-05
54992.5075024     1.00118561838     3.7e-05
54992.5279368     1.00307910762     3.7e-05
54992.5483713     1.00413826857     3.7e-05
54992.5688056     1.00559800812     3.7e-05
54992.5892401     1.00625102377     3.7e-05
54992.6096745     1.00807443469     3.7e-05
54992.630109     1.0083224577     3.7e-05
54992.6505433     1.00947636713     3.7e-05
54992.6709777     1.01050322643     3.7e-05
54992.6914122     1.01023918101     3.7e-05
54992.7118465     1.01162888117     3.7e-05
54992.7322809     1.01218889232     3.7e-05
54992.7527154     1.0117406705     3.7e-05
54992.7731498     1.01281070857     3.7e-05
54992.7935842     1.01192839959     3.7e-05
54992.8140186     1.01200790006     3.7e-05
54992.834453     1.01205878211     3.7e-05
54992.8548874     1.01166513559     3.7e-05
54992.8753218     1.01060457966     3.7e-05
54992.8957561     1.01086886846     3.7e-05
54992.9161907     1.00972224319     3.7e-05
54992.9366251     1.00835188495     3.7e-05
54992.9570595     1.00809188932     3.7e-05
54992.9774939     1.00708013203     3.7e-05
54992.9979283     1.00519732195     3.7e-05
54993.0183627     1.00464778456     3.7e-05
54993.0387971     1.00336477055     3.7e-05
54993.0592315     1.00078108653     3.7e-05
54993.0796659     1.00071271184     3.7e-05
54993.1001003     0.998290135553     3.7e-05
54993.1205346     0.997472652159     3.6e-05
54993.1409692     0.995764529315     3.6e-05
54993.1614036     0.994253877701     3.6e-05
54993.1818379     0.99277224732     3.6e-05
54993.2022724     0.991314412416     3.6e-05
54993.2227068     0.990338328382     3.6e-05
54993.2431411     0.9881192956     3.6e-05
54993.2635755     0.988012015844     3.5e-05
54993.28401     0.982582991029     3.5e-05
54993.3044443     0.962076812383     3.5e-05
54993.3248787     0.930901930909     3.5e-05
54993.3453132     0.894918174     3.5e-05
54993.3657476     0.859369830507     3.5e-05
54993.3861819     0.829951364974     3.5e-05
54993.4066164     0.810091934869     3.4e-05
54993.4270509     0.804069136165     3.4e-05
54993.4474852     0.813510502233     3.4e-05
54993.4679196     0.833813256885     3.4e-05
54993.4883541     0.865660762147     3.4e-05
54993.5087884     0.900776297578     3.5e-05
54993.5292228     0.935871517041     3.5e-05
54993.5496572     0.965533481899     3.5e-05
54993.5700916     0.982744498012     3.5e-05
54993.590526     0.985912501198     3.5e-05
54993.6109604     0.986482270086     3.5e-05
54993.6313947     0.988691458009     3.5e-05
54993.6518292     0.989613721042     3.6e-05
54993.6722636     0.991168671132     3.6e-05
54993.6926979     0.992865667282     3.6e-05
54993.7131324     0.994655330783     3.6e-05
54993.7335668     0.996587164601     3.6e-05
54993.7540011     0.998058793122     3.6e-05
54993.7744355     1.00025024159     3.6e-05
54993.79487     1.00188041934     3.7e-05
54993.8153044     1.00379397563     3.7e-05
54993.8357387     1.00540774008     3.7e-05
54993.8561732     1.00680370991     3.7e-05
54993.8766076     1.00883053163     3.7e-05
54993.8970419     1.0099870778     3.7e-05
54993.9174763     1.01058055215     3.7e-05
54993.9379108     1.01286114292     3.8e-05
54993.9583451     1.0131917131     3.8e-05
54993.9787795     1.0136716078     3.8e-05
54993.999214     1.01479167241     3.8e-05
54994.0196483     1.01456597998     3.7e-05
54994.0400827     1.01475270697     3.7e-05
54994.0605171     1.01442640832     3.7e-05
54994.0809515     1.01430115803     3.7e-05
54994.1013859     1.01380606917     3.7e-05
54994.1218203     1.01246644817     3.7e-05
54994.1422548     1.01183291059     3.7e-05
54994.1626891     1.01060131922     3.7e-05
54994.1831235     1.00880416348     3.7e-05
54994.2035578     1.00781413303     3.7e-05
54994.2239923     1.00575727478     3.7e-05
54994.2648611     1.00247707211     3.7e-05
54994.2852954     1.00042059105     3.7e-05
54994.3057299     0.999017266588     3.7e-05
54994.3261643     0.996306246696     3.7e-05
54994.3465986     0.995311733105     3.7e-05
54994.3670331     0.993781366645     3.7e-05
54994.3874675     0.991448367127     3.7e-05
54994.4079018     0.990155468651     3.7e-05
54994.4283362     0.988444261778     3.7e-05
54994.4487707     0.98753013598     3.7e-05
54994.469205     0.982404306846     3.7e-05
54994.4896394     0.964617384096     3.7e-05
54994.5100739     0.938477302659     3.7e-05
54994.5305082     0.906770721884     3.7e-05
54994.5509426     0.875768982309     3.7e-05
54994.571377     0.847879875324     3.7e-05
54994.5918115     0.830552920245     3.7e-05
54994.6122458     0.82485247833     3.7e-05
54994.6326802     0.832534350945     3.7e-05
54994.6531146     0.849352506517     3.7e-05
54994.673549     0.878828174878     3.7e-05
54994.6939833     0.910510818294     3.7e-05
54994.7144177     0.939956215601     3.7e-05
54994.7348522     0.967154641436     3.7e-05
54994.7552865     0.984214082625     3.7e-05
54994.7757209     0.986984127729     3.7e-05
54994.7961553     0.988133364461     3.7e-05
54994.8165897     0.989849570003     3.7e-05
54994.8370241     0.990465730123     3.7e-05
54994.8574585     0.992586828489     3.7e-05
54994.877893     0.993519952475     3.7e-05
54994.8983273     0.994947487573     3.7e-05
54994.9187616     0.996356395405     3.7e-05
54994.9391959     0.998211547522     3.7e-05
54994.9596304     0.998542724986     3.7e-05
54994.9800648     1.00141384112     3.7e-05
54995.0004992     1.001333086     3.7e-05
54995.0209336     1.00352494595     3.7e-05
54995.041368     1.00456544321     3.7e-05
54995.0618024     1.00564267067     3.7e-05
54995.0822367     1.0068402232     3.7e-05
54995.1026712     1.00753306932     3.7e-05
54995.1231056     1.0091859951     3.7e-05
54995.1435398     1.00921454391     3.7e-05
54995.1639743     1.01034646025     3.7e-05
54995.1844087     1.01031054841     3.7e-05
54995.204843     1.01089772677     3.7e-05
54995.2252774     1.01096852916     3.7e-05
54995.2457119     1.01108847672     3.7e-05
54995.2661462     1.01107024135     3.7e-05
54995.2865806     1.01069168412     3.7e-05
54995.307015     1.0107752651     3.7e-05
54995.3274494     1.01087166053     3.7e-05
54995.3478837     1.0096075213     3.7e-05
54995.3683181     1.00940262044     3.7e-05
54995.3887526     1.00850733916     3.7e-05
54995.4091869     1.00704240247     3.7e-05
54995.4296213     1.00688606033     3.7e-05
54995.4500555     1.00509559415     3.7e-05
54995.47049     1.00414138383     3.7e-05
54995.4909244     1.00379708921     3.7e-05
54995.5113582     1.0013914895     3.7e-05
54995.5317927     0.9999051267     3.7e-05
54995.552227     0.999540848452     3.6e-05
54995.5726614     0.997136306711     3.6e-05
54995.5930958     0.996072259921     3.6e-05
54995.6135302     0.994642357035     3.6e-05
54995.6339645     0.99306547635     3.6e-05
54995.6543989     0.991636098725     3.6e-05
54995.6748334     0.99012088612     3.6e-05
54995.6952677     0.988471775307     3.5e-05
54995.7157021     0.987825516768     3.5e-05
54995.7361364     0.985802751592     3.5e-05
54995.7565708     0.980288412305     3.5e-05
54995.7770052     0.957917427594     3.5e-05
