#phase	flux	error
-0.461803640375	0.985972417791	0.000204098901099
-0.461527854385	0.986247031601	0.00020412145749
-0.461252068395	0.986497209771	0.000204142278774
-0.460976282405	0.98672144946	0.000204162615741
-0.460700496415	0.986919452345	0.000204192819919
-0.460424710425	0.987092226645	0.000204214244354
-0.460148924435	0.987240372636	0.000204236247829
-0.459873138445	0.987365722364	0.000204261297798
-0.459597352454	0.987469645448	0.000204282155272
-0.459321566464	0.987554950676	0.000204292414592
-0.459045780474	0.987624999834	0.000204297219003
-0.458769994484	0.987682610947	0.000204300869565
-0.458494208494	0.98773012597	0.000204310324826
-0.458218422504	0.987770279664	0.000204314782609
-0.457942636514	0.987805564149	0.000204311123986
-0.457666850524	0.987838165051	0.000204314020857
-0.457391064534	0.987869298283	0.000204312862109
-0.457115278544	0.987900013344	0.0002043074696
-0.456839492554	0.987930985603	0.000204306134259
-0.456563706564	0.98796242447	0.000204306311523
-0.456287920574	0.987994521205	0.000204310364794
-0.456012134584	0.988027937813	0.000204316550926
-0.455736348593	0.988062661034	0.000204318681319
-0.455460562603	0.988098975654	0.000204325043378
-0.455184776613	0.988136236695	0.000204330827068
-0.454908990623	0.988174260059	0.000204336805556
-0.454633204633	0.988212345442	0.000204340856481
-0.454357418643	0.988251395758	0.00020434375
-0.454081632653	0.988290691067	0.000204344328704
-0.453805846663	0.988330694013	0.000204347800926
-0.453530060673	0.988371316759	0.000204351851852
-0.453254274683	0.988412202631	0.000204355324074
-0.452978488693	0.988453884846	0.000204355902778
-0.452702702703	0.988496281099	0.000204355324074
-0.452426916713	0.988538970949	0.000204356108859
-0.452151130723	0.988582711313	0.000204355324074
-0.451875344732	0.988627025149	0.000204357266937
-0.451599558742	0.988671277448	0.000204359212051
-0.451323772752	0.988716006776	0.000204363267671
-0.451047986762	0.988760865827	0.000204368847713
-0.450772200772	0.988806240158	0.000204371163868
-0.450496414782	0.988851341938	0.000204374638101
-0.450220628792	0.988895653142	0.000204375796178
-0.449944842802	0.988936889666	0.000204377533295
-0.449669056812	0.988978978599	0.000204379050926
-0.449393270822	0.989021876771	0.000204386797915
-0.449117484832	0.989065721667	0.000204398538505
-0.448841698842	0.989109944477	0.000204406117647
-0.448565912852	0.989154624878	0.000204412788345
-0.448290126862	0.989199444822	0.000204419240327
-0.448014340871	0.989246636661	0.000204424098672
-0.447738554881	0.989292869008	0.000204432116372
-0.447462768891	0.989338006447	0.000204436915888
-0.447186982901	0.989381753011	0.000204441029307
-0.446911196911	0.989424679128	0.000204449559471
-0.446635410921	0.98946701006	0.000204458009013
-0.446359624931	0.98950889307	0.000204466590082
-0.446083838941	0.989550376181	0.000204472955975
-0.445808052951	0.989591535389	0.000204478665764
-0.445532266961	0.989632273354	0.000204483752201
-0.445256480971	0.989673063971	0.000204487786375
-0.444980694981	0.989713673453	0.000204491346986
-0.444704908991	0.989754120751	0.000204493404782
-0.444429123001	0.989794095372	0.00020449665486
-0.44415333701	0.98983346277	0.000204498995732
-0.44387755102	0.989871860098	0.000204500060161
-0.44360176503	0.989909577235	0.000204501675332
-0.44332597904	0.989946726702	0.000204503777778
-0.44305019305	0.989983535804	0.000204506312861
-0.44277440706	0.990020128761	0.000204509698721
-0.44249862107	0.990056987077	0.000204513699313
-0.44222283508	0.990094225183	0.000204517869184
-0.44194704909	0.990132071858	0.000204522420062
-0.4416712631	0.990170628917	0.00020452660103
-0.44139547711	0.99020987604	0.000204530715976
-0.44111969112	0.990249973639	0.000204532890818
-0.44084390513	0.990290826847	0.000204533581472
-0.44056811914	0.990332522348	0.000204534674175
-0.440292333149	0.990375093998	0.000204536298849
-0.440016547159	0.990418665687	0.000204538373512
-0.439740761169	0.990462998012	0.000204540675193
-0.439464975179	0.990508012177	0.000204543733681
-0.439189189189	0.990553532149	0.000204547378105
-0.438913403199	0.990599551317	0.000204550227995
-0.438637617209	0.990645866084	0.000204553785936
-0.438361831219	0.99069243394	0.000204557915567
-0.438086045229	0.990739242865	0.000204561697736
-0.437810259239	0.990786328134	0.000204564937524
-0.437534473249	0.990833530885	0.000204569460745
-0.437258687259	0.990880940356	0.000204574167019
-0.436982901269	0.990928512709	0.00020457862939
-0.436707115279	0.990976106884	0.000204583468772
-0.436431329288	0.991023709299	0.000204588640373
-0.436155543298	0.991071118734	0.000204592700078
-0.435879757308	0.991118221987	0.000204596506598
-0.435603971318	0.991165160931	0.000204600601892
-0.435328185328	0.991211864558	0.000204604621716
-0.435052399338	0.991258235643	0.000204608975023
-0.434776613348	0.991304287626	0.000204612921291
-0.434500827358	0.991349909469	0.000204617031922
-0.434225041368	0.991395165726	0.000204620935609
-0.433949255378	0.991440115546	0.00020462501814
-0.433673469388	0.991484549229	0.000204629537993
-0.433397683398	0.991528514095	0.000204634163468
-0.433121897408	0.991571927995	0.000204639286866
-0.432846111418	0.991614846846	0.000204645231509
-0.432570325427	0.991657399332	0.000204650486738
-0.432294539437	0.991699582479	0.000204655392329
-0.432018753447	0.991741420616	0.000204660557217
-0.431742967457	0.991783134923	0.000204666197003
-0.431467181467	0.991824873584	0.000204671730348
-0.431191395477	0.991866750988	0.000204677632125
-0.430915609487	0.991908839077	0.00020468234428
-0.430639823497	0.991951233155	0.000204687464709
-0.430364037507	0.991993899829	0.000204692457634
-0.430088251517	0.992036902805	0.000204697237266
-0.429812465527	0.992080262284	0.000204700908103
-0.429536679537	0.992123732759	0.000204705149598
-0.429260893547	0.992167481379	0.000204709340681
-0.428985107557	0.992211449721	0.000204713415344
-0.428709321566	0.992255583872	0.000204717689979
-0.428433535576	0.992299909495	0.000204721687495
-0.428157749586	0.992344396179	0.000204725879065
-0.427881963596	0.99238908194	0.000204730109447
-0.427606177606	0.992434009902	0.000204734301017
-0.427330391616	0.992479084391	0.000204738075833
-0.427054605626	0.992524254794	0.000204742277243
-0.426778819636	0.992569536314	0.000204746274449
-0.426503033646	0.992614907349	0.000204749902973
-0.426227247656	0.992660417117	0.00020475372613
-0.425951461666	0.992706019043	0.000204757598106
-0.425675675676	0.99275181385	0.000204761353932
-0.425399889686	0.992797781441	0.00020476546852
-0.425124103696	0.992843914483	0.000204769418889
-0.424848317705	0.992890201454	0.000204773417181
-0.424572531715	0.99293671228	0.000204777299018
-0.424296745725	0.992983417836	0.000204781017081
-0.424020959735	0.993030292189	0.000204784899068
-0.423745173745	0.993077294812	0.00020478895877
-0.423469387755	0.993124444704	0.000204793485013
-0.423193601765	0.993171750176	0.000204797654642
-0.422917815775	0.993219149147	0.000204801794105
-0.422642029785	0.993266642338	0.000204805436893
-0.422366243795	0.99331420395	0.00020480923531
-0.422090457805	0.99336178944	0.000204813446749
-0.421814671815	0.99340953983	0.000204817433188
-0.421538885825	0.993457304236	0.000204821271802
-0.421263099835	0.993505141604	0.000204825602176
-0.420987313844	0.993553070178	0.000204829674813
-0.420711527854	0.993600968111	0.000204833851414
-0.420435741864	0.993648911478	0.000204837886147
-0.420159955874	0.993696913887	0.000204842264796
-0.419884169884	0.993744825656	0.000204846061171
-0.419608383894	0.993792741678	0.000204850202114
-0.419332597904	0.993840661445	0.000204854266278
-0.419056811914	0.993888589809	0.0002048584924
-0.418781025924	0.993936590451	0.000204862947123
-0.418505239934	0.993984557975	0.00020486744177
-0.418229453944	0.994032511913	0.00020487186467
-0.417953667954	0.994080442992	0.000204876288259
-0.417677881964	0.994128369342	0.000204880829217
-0.417402095974	0.994176257521	0.000204885409779
-0.417126309983	0.994224070398	0.000204890380052
-0.416850523993	0.99427187843	0.000204895156584
-0.416574738003	0.994319687243	0.000204899661518
-0.416298952013	0.994367472119	0.000204904361698
-0.416023166023	0.994415261389	0.000204909140433
-0.415747380033	0.994463067155	0.000204913611954
-0.415471594043	0.994510906492	0.000204918158468
-0.415195808053	0.994558721498	0.000204922975129
-0.414920022063	0.994606403323	0.000204927523257
-0.414644236073	0.994653924662	0.000204931911083
-0.414368450083	0.994701324753	0.000204936071637
-0.414092664093	0.99474856592	0.000204940232839
-0.413816878103	0.994795663793	0.000204944238932
-0.413541092113	0.994842522192	0.000204948126801
-0.413265306122	0.994889239842	0.000204951937683
-0.412989520132	0.994935711276	0.00020495579013
-0.412713734142	0.994982060472	0.000204959484203
-0.412437948152	0.995028247876	0.000204963140464
-0.412162162162	0.995074293317	0.00020496644583
-0.411886376172	0.99512013234	0.000204969949721
-0.411610590182	0.99516584644	0.000204973845254
-0.411334804192	0.995211324767	0.000204977508381
-0.411059018202	0.995256768176	0.000204981326992
-0.410783232212	0.995302102744	0.000204985419103
-0.410507446222	0.995347319855	0.000204989512262
-0.410231660232	0.995392458163	0.00020499360549
-0.409955874242	0.995437509858	0.000204997543381
-0.409680088252	0.995482560602	0.000205001442889
-0.409404302261	0.995527624343	0.000205005421005
-0.409128516271	0.995572645835	0.00020500947664
-0.408852730281	0.995617596913	0.000205013650014
-0.408576944291	0.995662551948	0.00020501774571
-0.408301158301	0.995707450362	0.000205021841726
-0.408025372311	0.99575235142	0.000205025822054
-0.407749586321	0.995797210229	0.000205029451921
-0.407473800331	0.995842200822	0.000205033120075
-0.407198014341	0.995887321319	0.000205036869416
-0.406922228351	0.995932590028	0.00020504104565
-0.406646442361	0.995978026303	0.000205045067895
-0.406370656371	0.99602366699	0.000205048893745
-0.406094870381	0.996069485862	0.000205052995122
-0.405819084391	0.996115480327	0.000205057090455
-0.4055432984	0.996161600379	0.000205061075554
-0.40526751241	0.996207839927	0.000205065331928
-0.40499172642	0.996254176431	0.000205069555035
-0.40471594043	0.996300740425	0.000205073974314
-0.40444015444	0.996347543131	0.000205078235409
-0.40416436845	0.996394592102	0.000205082331355
-0.40388858246	0.99644189036	0.000205086710393
-0.40361279647	0.996489392559	0.000205091090114
-0.40333701048	0.996537197627	0.000205095122808
-0.40306122449	0.996585250632	0.000205099543094
-0.4027854385	0.996633350617	0.000205104081234
-0.40250965251	0.996681557524	0.000205108420559
-0.40223386652	0.996729898899	0.000205112534667
-0.40195808053	0.996778290485	0.000205116493476
-0.401682294539	0.996826826678	0.000205120561003
-0.401406508549	0.996875429306	0.000205124833945
-0.401130722559	0.996924236638	0.000205129816335
-0.400854936569	0.996973229001	0.000205134443272
-0.400579150579	0.997022406588	0.000205138993121
-0.400303364589	0.997071765893	0.000205143962788
-0.400027578599	0.997121385601	0.000205148625933
-0.399751792609	0.997171117444	0.000205153211619
-0.399476006619	0.997220921365	0.000205157563436
-0.399200220629	0.997270840067	0.000205161955034
-0.398924434639	0.997320934377	0.000205166347319
-0.398648648649	0.997371173369	0.000205170818505
-0.398372862659	0.997421475193	0.00020517540772
-0.398097076669	0.997471837825	0.000205179951502
-0.397821290678	0.997522316667	0.000205184339187
-0.397545504688	0.997572944978	0.000205188969294
-0.397269718698	0.997623642962	0.000205193959784
-0.396993932708	0.997674379683	0.00020519867757
-0.396718146718	0.997725172191	0.000205203427632
-0.396442360728	0.997775945831	0.000205208139307
-0.396166574738	0.997826708294	0.000205212616914
-0.395890788748	0.997877505942	0.000205217212634
-0.395615002758	0.997928364869	0.000205221778613
-0.395339216768	0.997979222125	0.000205226189078
-0.395063430778	0.998030128117	0.000205230404823
-0.394787644788	0.998080952464	0.000205234474117
-0.394511858798	0.998131878153	0.000205238113887
-0.394236072808	0.998182831307	0.000205242019506
-0.393960286817	0.998233749346	0.000205246033922
-0.393684500827	0.998284610576	0.000205249931445
-0.393408714837	0.99833541594	0.000205253555338
-0.393132928847	0.998385986413	0.00020525724808
-0.392857142857	0.998436412259	0.000205261157478
-0.392581356867	0.998486642963	0.000205264380878
-0.392305570877	0.998536700884	0.000205267468746
-0.392029784887	0.99858650418	0.0002052707427
-0.391753998897	0.99863610703	0.000205273468428
-0.391478212907	0.998685533454	0.000205276076986
-0.391202426917	0.998734883539	0.000205278579269
-0.390926640927	0.998784066752	0.000205281306359
-0.390650854937	0.998833068423	0.000205284582811
-0.390375068946	0.998881866772	0.000205287742138
-0.390099282956	0.998930537306	0.000205291266324
-0.389823496966	0.99897899298	0.000205294219154
-0.389547710976	0.999027290942	0.000205297626986
-0.389271924986	0.999075377731	0.00020530114149
-0.388996138996	0.999123331967	0.000205304578086
-0.388720353006	0.999171082717	0.000205308380414
-0.388444567016	0.999218665616	0.000205312156647
-0.388168781026	0.999266073534	0.00020531614473
-0.387892995036	0.999313305249	0.000205320251177
-0.387617209046	0.999360281794	0.00020532435827
-0.387341423056	0.999407044221	0.000205328375196
-0.387065637066	0.999453627905	0.000205332509125
-0.386789851076	0.999500047467	0.000205336682628
-0.386514065085	0.999546282483	0.000205340660203
-0.386238279095	0.999592345534	0.00020534448108
-0.385962493105	0.999638224595	0.000205348054803
-0.385686707115	0.999683901614	0.000205351694083
-0.385410921125	0.999729386347	0.000205355740537
-0.385135135135	0.999774728528	0.000205359720423
-0.384859349145	0.999819949766	0.000205363871981
-0.384583563155	0.999865026579	0.000205367867101
-0.384307777165	0.999909990291	0.000205371509367
-0.384031991175	0.999954906052	0.00020537499509
-0.383756205185	0.999999844881	0.00020537908009
-0.383480419195	1.00004476968	0.000205383165089
-0.383204633205	1.00008955111	0.000205387147459
-0.382928847215	1.0001342582	0.000205391295809
-0.382653061224	1.00017889255	0.000205395168892
-0.382377275234	1.00022350557	0.000205399175177
-0.382101489244	1.00026798119	0.00020540285905
-0.381825703254	1.00031237174	0.000205406518751
-0.381549917264	1.0003566963	0.000205410295677
-0.381274131274	1.0004010956	0.000205414189799
-0.380998345284	1.00044552085	0.000205418161831
-0.380722559294	1.00049006277	0.000205421668302
-0.380446773304	1.00053460551	0.000205425487657
-0.380170987314	1.00057930239	0.000205429126442
-0.379895201324	1.00062408505	0.000205432528939
-0.379619415334	1.00066906288	0.000205436026209
-0.379343629344	1.00071418519	0.000205439584151
-0.379067843354	1.00075949836	0.000205443664182
-0.378792057363	1.00080495699	0.000205447120665
-0.378516271373	1.00085064689	0.00020545087272
-0.378240485383	1.00089649882	0.000205454563282
-0.377964699393	1.00094259504	0.000205458075143
-0.377688913403	1.00098890335	0.000205461568627
-0.377413127413	1.00103544494	0.000205464904713
-0.377137341423	1.0010821766	0.000205468493903
-0.376861555433	1.00112915401	0.000205472004391
-0.376585769443	1.00117633898	0.000205475475397
-0.376309983453	1.00122376881	0.000205478710892
-0.376034197463	1.00127130894	0.000205482044849
-0.375758411473	1.00131902352	0.000205484907879
-0.375482625483	1.00136682474	0.000205488123236
-0.375206839493	1.00141478162	0.000205491415804
-0.374931053502	1.0014629013	0.000205494787176
-0.374655267512	1.00151119301	0.000205498216735
-0.374379481522	1.00155959434	0.000205501900843
-0.374103695532	1.00160819909	0.00020550558495
-0.373827909542	1.00165695149	0.000205508974761
-0.373552123552	1.00170589447	0.000205512443661
-0.373276337562	1.00175488769	0.000205515989967
-0.373000551572	1.00180387595	0.000205519713121
-0.372724765582	1.00185284054	0.000205523436275
-0.372448979592	1.00190179154	0.000205527060391
-0.372173193602	1.00195075233	0.000205530801787
-0.371897407612	1.00199960814	0.000205534835423
-0.371621621622	1.00204817606	0.000205538811175
-0.371345835632	1.00209654835	0.000205542939978
-0.371070049641	1.002144684	0.000205546754417
-0.370794263651	1.00219264215	0.000205551503995
-0.370518477661	1.00224038311	0.000205555707852
-0.370242691671	1.0022878456	0.00020555981517
-0.369966905681	1.00233504613	0.000205564173845
-0.369691119691	1.00238215892	0.000205568609795
-0.369415333701	1.00242904015	0.00020557310056
-0.369139547711	1.00247578365	0.000205577550781
-0.368863761721	1.00252228714	0.000205581843084
-0.368587975731	1.00256857376	0.000205586430863
-0.368312189741	1.00261458663	0.000205591033565
-0.368036403751	1.00266042651	0.00020559561901
-0.367760617761	1.00270598844	0.000205599968711
-0.367484831771	1.0027512691	0.000205603809002
-0.36720904578	1.00279625963	0.000205608117619
-0.36693325979	1.00284100661	0.000205612253675
-0.3666574738	1.00288542505	0.000205616115412
-0.36638168781	1.00292958032	0.000205620328382
-0.36610590182	1.00297335472	0.000205624408741
-0.36583011583	1.00301683618	0.000205628229684
-0.36555432984	1.00306014293	0.00020563186491
-0.36527854385	1.00310318817	0.00020563542196
-0.36500275786	1.00314593362	0.000205639121257
-0.36472697187	1.00318845463	0.000205642482996
-0.36445118588	1.0032306627	0.000205645674524
-0.36417539989	1.00327261454	0.00020564891912
-0.3638996139	1.00331440349	0.000205651890075
-0.36362382791	1.00335592672	0.000205654978304
-0.363348041919	1.00339722393	0.00020565776718
-0.363072255929	1.00343839599	0.000205661142165
-0.362796469939	1.00347944011	0.000205664425595
-0.362520683949	1.00352049164	0.000205667865379
-0.362244897959	1.00356153738	0.000205671161664
-0.361969111969	1.0036024865	0.000205675083057
-0.361693325979	1.00364343262	0.000205678339717
-0.361417539989	1.00368434943	0.000205681557041
-0.361141753999	1.00372520501	0.000205684852275
-0.360865968009	1.00376602321	0.000205688342647
-0.360590182019	1.00380680018	0.000205691844789
-0.360314396029	1.00384751462	0.000205695295405
-0.360038610039	1.00388819718	0.000205698784824
-0.359762824049	1.00392884994	0.00020570162141
-0.359487038058	1.0039694306	0.000205704668881
-0.359211252068	1.00401000013	0.000205707794491
-0.358935466078	1.00405051966	0.000205710607541
-0.358659680088	1.00409099042	0.000205713850361
-0.358383894098	1.00413147337	0.000205717054112
-0.358108108108	1.004171981	0.00020572055319
-0.357832322118	1.00421249397	0.000205723980309
-0.357556536128	1.00425314273	0.00020572761369
-0.357280750138	1.00429385925	0.000205730955543
-0.357004964148	1.00433465101	0.000205734247432
-0.356729178158	1.0043755154	0.000205737518556
-0.356453392168	1.00441643342	0.000205740760997
-0.356177606178	1.00445740636	0.000205743818118
-0.355901820188	1.00449851197	0.00020574700207
-0.355626034197	1.00453965494	0.000205749990236
-0.355350248207	1.00458079907	0.00020575292923
-0.355074462217	1.00462209455	0.000205756102324
-0.354798676227	1.00466346998	0.000205759236117
-0.354522890237	1.00470484521	0.000205762213457
-0.354247104247	1.00474622844	0.000205765443186
-0.353971318257	1.00478755193	0.000205768663127
-0.353695532267	1.00482884381	0.000205772038729
-0.353419746277	1.00487016765	0.000205775257651
-0.353143960287	1.00491143447	0.000205778467424
-0.352868174297	1.00495266344	0.000205781676946
-0.352592388307	1.00499397843	0.000205784925251
-0.352316602317	1.00503528371	0.000205788282134
-0.352040816327	1.00507663116	0.000205791998439
-0.351765030336	1.00511806643	0.000205795550351
-0.351489244346	1.00515950146	0.00020579868077
-0.351213458356	1.00520089264	0.00020580214676
-0.350937672366	1.00524226318	0.000205806174622
-0.350661886376	1.0052836067	0.00020580981188
-0.350386100386	1.00532494749	0.000205813878156
-0.350110314396	1.00536627722	0.000205817748985
-0.349834528406	1.00540749062	0.000205821899633
-0.349558742416	1.00544864737	0.000205826088653
-0.349282956426	1.00548973449	0.000205829717497
-0.349007170436	1.00553075256	0.000205833398361
-0.348731384446	1.00557166879	0.000205836655873
-0.348455598456	1.00561254287	0.000205840062415
-0.348179812466	1.00565319301	0.000205843078363
-0.347904026475	1.00569375751	0.000205846210851
-0.347628240485	1.00573423157	0.00020584957685
-0.347352454495	1.00577466356	0.000205852819593
-0.347076668505	1.00581497449	0.000205856463248
-0.346800882515	1.00585518175	0.000205859978164
-0.346525096525	1.00589519551	0.000205863297852
-0.346249310535	1.0059351957	0.00020586661728
-0.345973524545	1.00597505621	0.0002058698534
-0.345697738555	1.0060147716	0.000205873323456
-0.345421952565	1.00605422805	0.000205876676544
-0.345146166575	1.00609351665	0.000205880107611
-0.344870380585	1.0061325445	0.000205883499688
-0.344594594595	1.0061714094	0.000205887134503
-0.344318808605	1.0062100463	0.000205890725508
-0.344043022614	1.00624845672	0.000205893735625
-0.343767236624	1.00628658961	0.000205896975131
-0.343491450634	1.00632462562	0.000205899910356
-0.343215664644	1.00636252775	0.000205902646245
-0.342939878654	1.00640036546	0.000205905849343
-0.342664092664	1.0064380745	0.00020590900943
-0.342388306674	1.00647572515	0.000205911776167
-0.342112520684	1.00651332606	0.000205914659808
-0.341836734694	1.00655095309	0.000205917504481
-0.341560948704	1.00658847788	0.000205920462959
-0.341285162714	1.0066258884	0.000205923424652
-0.341009376724	1.0066631457	0.000205926038501
-0.340733590734	1.00670030108	0.000205928646584
-0.340457804744	1.00673735587	0.000205931179611
-0.340182018753	1.00677430316	0.000205933790577
-0.339906232763	1.00681111038	0.000205936240695
-0.339630446773	1.00684778539	0.000205938968783
-0.339354660783	1.0068843044	0.000205941657898
-0.339078874793	1.00692075345	0.000205944539715
-0.338803088803	1.0069570898	0.000205947694586
-0.338527302813	1.00699326325	0.000205950775587
-0.338251516823	1.00702937519	0.000205953895319
-0.337975730833	1.00706541065	0.000205957014809
-0.337699944843	1.00710130534	0.000205959513697
-0.337424158853	1.0071371491	0.000205962633937
-0.337148372863	1.00717291008	0.00020596618094
-0.336872586873	1.00720863134	0.000205969375828
-0.336596800883	1.00724427966	0.000205972962444
-0.336321014892	1.00727981305	0.000205976350957
-0.336045228902	1.00731522837	0.000205979663394
-0.335769442912	1.00735065735	0.000205982741829
-0.335493656922	1.00738606548	0.000205986170627
-0.335217870932	1.0074214351	0.000205989599159
-0.334942084942	1.007456761	0.000205993105329
-0.334666298952	1.00749213505	0.000205996377376
-0.334390512962	1.00752746786	0.000205999883146
-0.334114726972	1.00756276678	0.000206003232969
-0.333838940982	1.00759791791	0.000206006582279
-0.333563154992	1.00763288914	0.000206009970789
-0.333287369002	1.00766768122	0.000206013281402
-0.333011583012	1.00770226666	0.000206016358325
-0.332735797022	1.00773652283	0.000206019551332
