2457070.21075 11.0376   0.0026 
2457070.21341 11.0586   0.0025 
2457070.21604 11.0591   0.0024 
2457070.21868 11.0839   0.0024 
2457070.22133 11.0871   0.0024 
2457070.22400 11.1092   0.0024 
2457070.22666 11.1275   0.0024 
2457070.22932 11.1496   0.0024 
2457070.23196 11.1857   0.0024 
2457070.23462 11.2046   0.0025 
2457070.23727 11.2442   0.0025 
2457070.23994 11.2706   0.0026 
2457070.24259 11.3087   0.0026
2457070.24523 11.3552   0.0026 
2457070.24790 11.4061   0.0027 
2457070.25055 11.4450   0.0027 
2457070.25320 11.4814   0.0027 
2457070.25587 11.5136   0.0028 
2457070.25852 11.5114   0.0028 
2457070.26116 11.5142   0.0028 
2457070.26382 11.5177   0.0028 
2457070.27176 11.5212   0.0031 
2457070.27441 11.5186   0.0030 
2457070.27706 11.4912   0.0027 
2457070.27969 11.4491   0.0027 
2457070.28232 11.4076   0.0026 
2457070.28499 11.3613   0.0026 
2457070.28763 11.3132   0.0026 
2457070.29028 11.2886   0.0025 
2457070.29293 11.2417   0.0026 
2457070.29558 11.2099   0.0025 
2457070.29821 11.1686   0.0024 
2457070.30088 11.1317   0.0024 
2457070.30356 11.1147   0.0023 
2457070.30618 11.0853   0.0022 
2457070.30882 11.0720   0.0021 
2457070.31148 11.0491   0.0021 
2457070.31410 11.0276   0.0021 
2457070.31676 11.0120   0.0021 
2457070.31939 10.9995   0.0020 
2457070.32446 10.9699   0.0020 
2457070.32712 10.9572   0.0020 
2457070.32975 10.9490   0.0020 
2457070.33237 10.9370   0.0020 
2457070.33503 10.9171   0.0020 
2457070.33768 10.9215   0.0020 
2457070.34034 10.9030   0.0020 
2457070.34299 10.8978   0.0019 
2457070.34566 10.8907   0.0019 
2457070.34831 10.8828   0.0019 
2457070.35096 10.8794   0.0019 
2457070.35361 10.8758   0.0019 
2457070.35624 10.8709   0.0019 
2457070.35889 10.8755   0.0019 
2457070.36153 10.8741   0.0019 
2457070.36417 10.8756   0.0019 
2457070.36684 10.8700   0.0019 
2457070.36950 10.8793   0.0019 
2457070.37213 10.8839   0.0019 
2457070.37479 10.8922   0.0019 
2457070.37747 10.9004   0.0019 
2457070.38012 10.9097   0.0019 
2457070.38277 10.9100   0.0019 
2457070.38540 10.9169   0.0019 
2457070.38802 10.9225   0.0019 
2457070.39065 10.9411   0.0019 
2457070.39330 10.9504   0.0019 
2457070.39593 10.9629   0.0019 
2457070.39858 10.9788   0.0019 
2457070.40121 10.9902   0.0020 
2457070.40383 11.0087   0.0020 
2457070.40647 11.0306   0.0020 
2457070.40912 11.0391   0.0020 
2457070.41176 11.0623   0.0020 
2457070.41444 11.0835   0.0020 
2457070.41711 11.1090   0.0021 
2457070.41978 11.1332   0.0021 
2457070.42246 11.1687   0.0021 
2457070.42515 11.2003   0.0022 
2457070.42778 11.2313   0.0022 
2457070.43044 11.2671   0.0022 
2457070.43310 11.3056   0.0022 
2457070.43577 11.3471   0.0023 
2457070.43845 11.3869   0.0023 
2457070.44109 11.4233   0.0024 
2457070.44372 11.4531   0.0025 
2457070.44638 11.4729   0.0025 
2457070.44904 11.4774   0.0025 
2457070.45172 11.4809   0.0025 
2457070.45435 11.4783   0.0026 
2457070.45803 11.4663   0.0026 
2457070.46071 11.4674   0.0026 
2457070.46339 11.4463   0.0025 
2457070.46604 11.4047   0.0026 
2457070.46873 11.3734   0.0026 
2457070.47140 11.3352   0.0025 
2457070.47409 11.2910   0.0024 
2457070.47677 11.2522   0.0024 
2457070.47946 11.2243   0.0023 
2457070.48210 11.1881   0.0023 
2457070.48477 11.1653   0.0022 
2457070.48740 11.1378   0.0022 
2457070.49005 11.1162   0.0021 
2457070.49272 11.0809   0.0021 
2457070.49537 11.0602   0.0021 
2457070.49801 11.0450   0.0021 
2457070.50069 11.0341   0.0021 
2457070.50333 11.0124   0.0020 
2457070.50601 11.0011   0.0020 
2457070.50867 10.9885   0.0020 
2457070.51135 10.9727   0.0020 
2457070.51403 10.9623   0.0020 
2457070.51668 10.9521   0.0020 
2457070.51933 10.9432   0.0019 
2457070.52201 10.9352   0.0020 
2457070.52466 10.9306   0.0020 
2457070.52731 10.9089   0.0020 
2457070.52998 10.9157   0.0019 
2457070.53265 10.8989   0.0019 
2457070.53532 10.8990   0.0019 
2457070.53796 10.8973   0.0020 
2457070.54062 10.8951   0.0019 
2457070.54331 10.8976   0.0019 
2457070.54599 10.9033   0.0019 
2457070.54866 10.8986   0.0019 
2457070.55132 10.9003   0.0019 
2457070.55402 10.9076   0.0019 
2457070.55671 10.9091   0.0019 
2457070.55938 10.9164   0.0019 
2457070.56206 10.9217   0.0019 
2457070.56475 10.9309   0.0019 
2457070.56742 10.9404   0.0019 
2457070.57006 10.9486   0.0019 
2457070.57270 10.9581   0.0020 
2457070.57539 10.9706   0.0020 
2457070.57805 10.9817   0.0020 
2457070.58070 10.9926   0.0020 
2457070.58338 10.9975   0.0020 
2457070.58603 11.0213   0.0020 
2457070.58871 11.0315   0.0020 
2457070.59139 11.0433   0.0021 
2457070.59405 11.0683   0.0021 
2457070.59673 11.0934   0.0021 
2457070.59939 11.1141   0.0021 
2457070.60206 11.1275   0.0022 
2457070.60475 11.1561   0.0022 
2457070.60742 11.1795   0.0022 
2457070.61010 11.2184   0.0023 
2457070.61276 11.2484   0.0023 
2457070.61543 11.2924   0.0023 
2457070.61808 11.3316   0.0023 
2457070.62078 11.3830   0.0024 
2457070.62345 11.4244   0.0024 
2457070.62611 11.4526   0.0025 
2457070.62880 11.5018   0.0026 
2457070.63147 11.5150   0.0027 
2457070.63411 11.5118   0.0027 
2457070.63682 11.5079   0.0028 
2457070.63953 11.5195   0.0027 
2457070.64217 11.5143   0.0028 
2457070.64485 11.5235   0.0027 
2457070.64749 11.5073   0.0028 
2457070.65015 11.5027   0.0029 
2457070.65283 11.4749   0.0027 
2457070.65550 11.4409   0.0028 
2457070.65814 11.3887   0.0028 
2457070.66079 11.3439   0.0027 
2457070.66349 11.2992   0.0027 
2457070.66616 11.2751   0.0026 
2457070.66883 11.2254   0.0026 
2457070.67152 11.1966   0.0026 
2457070.67419 11.1627   0.0026 
2457070.67689 11.1344   0.0026 
2457070.67956 11.1141   0.0025 
2457070.68220 11.0833   0.0026 
2457070.68486 11.0654   0.0023 
