throughput,wavelength
-4.77434e-06,280.0
6.56892e-06,280.5
5.28e-08,281.0
4.21108e-06,281.5
-2.22769e-06,282.0
-4.36214e-06,282.5
-5.26583e-06,283.0
-3.57267e-06,283.5
-1.320253e-05,284.0
-3.80969e-06,284.5
-8.46272e-06,285.0
-6.89227e-06,285.5
4.39423e-06,286.0
-4.72505e-06,286.5
-9.74163e-06,287.0
-8.85873e-06,287.5
-4.18257e-06,288.0
2.53997e-06,288.5
5.58593e-06,289.0
1.71e-07,289.5
-1.358556e-05,290.0
-3.13e-07,290.5
-5.62117e-06,291.0
4.33167e-06,291.5
-4.7301e-06,292.0
4.29691e-06,292.5
-2.04453e-06,293.0
-3.56603e-06,293.5
-3.22547e-06,294.0
-9.35e-07,294.5
-9.92604e-06,295.0
1.11232e-06,295.5
4.62181e-06,296.0
8.86892e-06,296.5
8.77494e-06,297.0
1.826229e-05,297.5
5.571688e-05,298.0
7.587776e-05,298.5
0.0001102632,299.0
0.00017060427,299.5
0.00023881089,300.0
0.00031895425,300.5
0.00041710474,301.0
0.00052207664,301.5
0.00070257515,302.0
0.00087109715,302.5
0.00108605601,303.0
0.00135165051,303.5
0.00167391345,304.0
0.00199164748,304.5
0.00236577198,305.0
0.00280333996,305.5
0.00332474649,306.0
0.00396116763,306.5
0.00471688062,307.0
0.00559201241,307.5
0.00661419034,308.0
0.00779323578,308.5
0.00903119445,309.0
0.01044657826,309.5
0.01198335886,310.0
0.0136935401,310.5
0.01566204071,311.0
0.01781803131,311.5
0.02022360563,312.0
0.02293049574,312.5
0.02578879833,313.0
0.02894667625,313.5
0.03231220245,314.0
0.03594158173,314.5
0.03985542536,315.0
0.04400103569,315.5
0.04859972954,316.0
0.05355682373,316.5
0.05870261192,317.0
0.06416791916,317.5
0.06989949226,318.0
0.07562237263,318.5
0.08162964821,319.0
0.08776620865,319.5
0.09424848557,320.0
0.1013855839,320.5
0.108479023,321.0
0.116145916,321.5
0.1243289757,322.0
0.1325529861,322.5
0.1413213158,323.0
0.1501490211,323.5
0.1591199684,324.0
0.1684830856,324.5
0.1776984406,325.0
0.1873428726,325.5
0.1974213791,326.0
0.207335701,326.5
0.2180145836,327.0
0.2285737038,327.5
0.2391102982,328.0
0.249580574,328.5
0.2597673225,329.0
0.2697861862,329.5
0.2798676491,330.0
0.2893534088,330.5
0.298937149,331.0
0.3086251259,331.5
0.3185899353,332.0
0.3292582321,332.5
0.3401447678,333.0
0.3512334824,333.5
0.3626858521,334.0
0.374257164,334.5
0.3855355453,335.0
0.3965238571,335.5
0.4067750168,336.0
0.4166091156,336.5
0.4254321289,337.0
0.4336468506,337.5
0.4419667816,338.0
0.4499282074,338.5
0.4582600784,339.0
0.4664233017,339.5
0.4750281143,340.0
0.4839547729,340.5
0.4930836105,341.0
0.5021380234,341.5
0.5111964417,342.0
0.5199888992,342.5
0.528792572,343.0
0.5360723114,343.5
0.5437924194,344.0
0.5510293961,344.5
0.5571524429,345.0
0.5635333633,345.5
0.5704006958,346.0
0.5761211014,346.5
0.5827737427,347.0
0.5896378326,347.5
0.5962405777,348.0
0.6027902985,348.5
0.6100999069,349.0
0.6167017746,349.5
0.6227338409,350.0
0.6283304596,350.5
0.6333852386,351.0
0.6379855347,351.5
0.6418779755,352.0
0.6456354523,352.5
0.6488023376,353.0
0.6518449402,353.5
0.6546356964,354.0
0.6577875519,354.5
0.6610273743,355.0
0.6644299316,355.5
0.667618866,356.0
0.6708573151,356.5
0.6745859528,357.0
0.6776085663,357.5
0.6803096008,358.0
0.6829450989,358.5
0.6849504852,359.0
0.6867190552,359.5
0.6879747772,360.0
0.6886203003,360.5
0.6892873383,361.0
0.6895295715,361.5
0.6894359589,362.0
0.689352417,362.5
0.6889150238,363.0
0.6883135223,363.5
0.6875504303,364.0
0.6865576172,364.5
0.6851776123,365.0
0.6833876038,365.5
0.6807926941,366.0
0.6780951691,366.5
0.6747450256,367.0
0.6704453278,367.5
0.6656534576,368.0
0.6602910614,368.5
0.6551190948,369.0
0.6490642548,369.5
0.6428299713,370.0
0.6363406754,370.5
0.6300357437,371.0
0.6231847382,371.5
0.6164768982,372.0
0.6097180176,372.5
0.602664299,373.0
0.5952531052,373.5
0.5869948959,374.0
0.5790663528,374.5
0.569771347,375.0
0.5601709366,375.5
0.5497435379,376.0
0.5387716293,376.5
0.5264154053,377.0
0.5137172318,377.5
0.5001446533,378.0
0.4863107681,378.5
0.4718313217,379.0
0.4566719818,379.5
0.4412822723,380.0
0.4252393341,380.5
0.4093079376,381.0
0.3933176804,381.5
0.3774036026,382.0
0.3615745544,382.5
0.3454870224,383.0
0.3290988541,383.5
0.3131342506,384.0
0.2965841866,384.5
0.280378933,385.0
0.2641824532,385.5
0.2476071548,386.0
0.2315805054,386.5
0.2156400681,387.0
0.1995496368,387.5
0.1841240311,388.0
0.1691495705,388.5
0.1545473289,389.0
0.1405537605,389.5
0.1268561745,390.0
0.1142150497,390.5
0.1023070526,391.0
0.09113163948,391.5
0.08100427628,392.0
0.0715225935,392.5
0.06273876667,393.0
0.05489321709,393.5
0.04765136719,394.0
0.04124026775,394.5
0.03549914122,395.0
0.03030227423,395.5
0.02584236622,396.0
0.02182503223,396.5
0.01832176566,397.0
0.01533899784,397.5
0.01272608161,398.0
0.01053800941,398.5
0.00864416242,399.0
0.00702594161,399.5
0.00570877791,400.0
0.00458382249,400.5
0.00365675211,401.0
0.00291212738,401.5
0.00229811803,402.0
0.00181894064,402.5
0.00142751306,403.0
0.00109256268,403.5
0.00083842136,404.0
